brand,domain,site,operator,licence,issued,expiry,already_listed,contact_url_guess,contact_email,status,contacted_on,notes
Jagaban,jagaban.bet,https://jagaban.bet,New Gen Projects Group Ltd,ALSI-202605059-FI2,2026-05-29,2027-05-28,yes,https://jagaban.bet/contact,,not contacted,,
Vikings,vikings.casino,https://vikings.casino,Novexa Ltd.,ALSI-202605061-FI2,2026-05-29,2027-05-28,yes,https://vikings.casino/contact,,not contacted,,
Flip,flip.gg,https://flip.gg,Obsidian Tech Ltd.,ALSI-202605062-FI2,2026-05-29,2027-05-28,yes,https://flip.gg/contact,,not contacted,,
Playw3,playw3.com,https://playw3.com,Play Media Limited,ALSI-202605064-FI2,2026-05-29,2027-05-28,yes,https://playw3.com/contact,,not contacted,,
Sharker,sharker.com,https://sharker.com,Play Media Limited,ALSI-202605064-FI2,2026-05-29,2027-05-28,yes,https://sharker.com/contact,,not contacted,,
Betstruck,betstruck.com,https://betstruck.com,Stravon Global Ltd.,ALSI-202605066-FI2,2026-05-29,2027-05-28,yes,https://betstruck.com/contact,,not contacted,,
Titanbet,titanbet.io,https://titanbet.io,Titan Digital Ltd,ALSI-202605068-FI2,2026-05-29,2027-05-28,yes,https://titanbet.io/contact,,not contacted,,
Metabet,metabet.us,https://metabet.us,Walter D Media Ltd,ALSI-202605069-FI2,2026-05-29,2027-05-28,yes,https://metabet.us/contact,,not contacted,,
Spinkings24,spinkings24.com,https://spinkings24.com,3-102-948648 SRL,ALSI-202605002-FI1,2026-05-15,2027-05-14,yes,https://spinkings24.com/contact,,not contacted,,
Duelduck,duelduck.com,https://duelduck.com,3-102-951805 SRL,ALSI-202605003-FI1,2026-05-15,2027-05-14,yes,https://duelduck.com/contact,,not contacted,,
Slotclover,slotclover.com,https://slotclover.com,3-102-952363 SRL,ALSI-202605004-FI1,2026-05-15,2027-05-14,yes,https://slotclover.com/contact,,not contacted,,
Lotoclub,lotoclub.cc,https://lotoclub.cc,3-102-952722 SRL,ALSI-202605005-FI1,2026-05-15,2027-05-14,yes,https://lotoclub.cc/contact,,not contacted,,
Theoriginals,theoriginals.io,https://theoriginals.io,3-102-953234 SRL,ALSI-202605006-FI1,2026-05-15,2027-05-14,yes,https://theoriginals.io/contact,,not contacted,,
Draca,draca.io,https://draca.io,3-102-953234 SRL,ALSI-202605006-FI1,2026-05-15,2027-05-14,yes,https://draca.io/contact,,not contacted,,
Moonbet,moonbet.co,https://moonbet.co,3-102-958127 SRL,ALSI-202605007-FI1,2026-05-15,2027-05-14,yes,https://moonbet.co/contact,,not contacted,,
Zanza,zanza.casino,https://zanza.casino,3-102-959858 SRL,ALSI-202605008-FI1,2026-05-15,2027-05-14,yes,https://zanza.casino/contact,,not contacted,,
Zanza,zanza.bet,https://zanza.bet,3-102-959858 SRL,ALSI-202605008-FI1,2026-05-15,2027-05-14,yes,https://zanza.bet/contact,,not contacted,,
Yourbookie,yourbookie.com,https://yourbookie.com,3-102-960702 SRL,ALSI-202605009-FI1,2026-05-15,2027-05-14,yes,https://yourbookie.com/contact,,not contacted,,
Dalewin,dalewin.com,https://dalewin.com,Axis Play Hub Limited,ALSI-202605010-FI1,2026-05-15,2027-05-14,yes,https://dalewin.com/contact,,not contacted,,
Dale,dale.win,https://dale.win,Axis Play Hub Limited,ALSI-202605010-FI1,2026-05-15,2027-05-14,yes,https://dale.win/contact,,not contacted,,
Bx,bx.game,https://bx.game,BX Digital NextGen Ltd.,ALSI-202605013-FI1,2026-05-15,2027-05-14,yes,https://bx.game/contact,,not contacted,,
Supertotobet,supertotobet.com,https://supertotobet.com,Feel So Good Limited,ALSI-202605014-FI1,2026-05-15,2027-05-14,yes,https://supertotobet.com/contact,,not contacted,,
Mariobet,mariobet.com,https://mariobet.com,Feel So Good Limited,ALSI-202605014-FI1,2026-05-15,2027-05-14,yes,https://mariobet.com/contact,,not contacted,,
Betmatik,betmatik.com,https://betmatik.com,Feel So Good Limited,ALSI-202605014-FI1,2026-05-15,2027-05-14,yes,https://betmatik.com/contact,,not contacted,,
Betist,betist.com,https://betist.com,Feel So Good Limited,ALSI-202605014-FI1,2026-05-15,2027-05-14,yes,https://betist.com/contact,,not contacted,,
Kralbet,kralbet.com,https://kralbet.com,Feel So Good Limited,ALSI-202605014-FI1,2026-05-15,2027-05-14,yes,https://kralbet.com/contact,,not contacted,,
Tarafbet,tarafbet.com,https://tarafbet.com,Feel So Good Limited,ALSI-202605014-FI1,2026-05-15,2027-05-14,yes,https://tarafbet.com/contact,,not contacted,,
Xslot,xslot.com,https://xslot.com,Feel So Good Limited,ALSI-202605014-FI1,2026-05-15,2027-05-14,yes,https://xslot.com/contact,,not contacted,,
Betine,betine.com,https://betine.com,Feel So Good Limited,ALSI-202605014-FI1,2026-05-15,2027-05-14,yes,https://betine.com/contact,,not contacted,,
Betkom,betkom.com,https://betkom.com,Feel So Good Limited,ALSI-202605014-FI1,2026-05-15,2027-05-14,yes,https://betkom.com/contact,,not contacted,,
Kupabet,kupabet.com,https://kupabet.com,Feel So Good Limited,ALSI-202605014-FI1,2026-05-15,2027-05-14,yes,https://kupabet.com/contact,,not contacted,,
Ultracricket,ultracricket.com,https://ultracricket.com,Island Gaming Limited,ALSI-202605017-FI1,2026-05-15,2027-05-14,yes,https://ultracricket.com/contact,,not contacted,,
Ultracricket,ultracricket.io,https://ultracricket.io,Island Gaming Limited,ALSI-202605017-FI1,2026-05-15,2027-05-14,yes,https://ultracricket.io/contact,,not contacted,,
Heavenonline,heavenonline.io,https://heavenonline.io,Lucifer Ltd,ALSI-202605018-FI1,2026-05-15,2027-05-14,yes,https://heavenonline.io/contact,,not contacted,,
Xsino,xsino.io,https://xsino.io,Lucifer Ltd,ALSI-202605018-FI1,2026-05-15,2027-05-14,yes,https://xsino.io/contact,,not contacted,,
Derbybet,derbybet.com,https://derbybet.com,Neogenesis SRL,ALSI-202605019-FI1,2026-05-15,2027-05-14,yes,https://derbybet.com/contact,,not contacted,,
Trustdice,trustdice.win,https://trustdice.win,Satoshi Labs Ltd,ALSI-202605020-FI1,2026-05-15,2027-05-14,yes,https://trustdice.win/contact,,not contacted,,
Mollydice,mollydice.com,https://mollydice.com,Satoshi Labs Ltd,ALSI-202605020-FI1,2026-05-15,2027-05-14,no,https://mollydice.com/contact,,not contacted,,
Star,star.gg,https://star.gg,Skyborn Limited,ALSI-202605021-FI1,2026-05-15,2027-05-14,no,https://star.gg/contact,,not contacted,,
Zenthoryx,zenthoryx.win,https://zenthoryx.win,Zenthoryx Limited,ALSI-202605025-FI1,2026-05-15,2027-05-14,no,https://zenthoryx.win/contact,,not contacted,,
Zenthoryx,zenthoryx.app,https://zenthoryx.app,Zenthoryx Limited,ALSI-202605025-FI1,2026-05-15,2027-05-14,no,https://zenthoryx.app/contact,,not contacted,,
Crazybet,crazybet.com,https://crazybet.com,Ardenvale Ltd,ALSI-202605026-FI1,2026-05-11,2027-05-10,no,https://crazybet.com/contact,,not contacted,,
Crazybet,crazybet.gg,https://crazybet.gg,Ardenvale Ltd,ALSI-202605026-FI1,2026-05-11,2027-05-10,no,https://crazybet.gg/contact,,not contacted,,
Playandpredict,playandpredict.io,https://playandpredict.io,Blackmere Ltd,ALSI-202605032-FI1,2026-05-11,2027-05-10,no,https://playandpredict.io/contact,,not contacted,,
Beargaming,beargaming.bet,https://beargaming.bet,Meridian Crest Ltd,ALSI-202605029-FI1,2026-05-11,2027-05-10,no,https://beargaming.bet/contact,,not contacted,,
Degenta,degenta.com,https://degenta.com,Thornwick Ltd,ALSI-202605028-FI1,2026-05-11,2027-05-10,no,https://degenta.com/contact,,not contacted,,
Dgenta,dgenta.com,https://dgenta.com,Thornwick Ltd,ALSI-202605028-FI1,2026-05-11,2027-05-10,no,https://dgenta.com/contact,,not contacted,,
Orowin,orowin.bet,https://orowin.bet,Win Vision N.V.,ALSI-202605001-FI1,2026-05-08,2027-05-07,no,https://orowin.bet/contact,,not contacted,,
Sikkaro,sikkaro.bet,https://sikkaro.bet,Win Vision N.V.,ALSI-202605001-FI1,2026-05-08,2027-05-07,no,https://sikkaro.bet/contact,,not contacted,,
2k,2k.bet,https://2k.bet,2K Services Ltd,ALSI-202604019-FI2,2026-04-29,2027-04-28,no,https://2k.bet/contact,,not contacted,,
Hellocasino,hellocasino.io,https://hellocasino.io,3-102-940372 SRL,ALSI-202604020-FI2,2026-04-29,2027-04-28,no,https://hellocasino.io/contact,,not contacted,,
Siospot,siospot.io,https://siospot.io,3-102-949979 SRL,ALSI-202604022-FI2,2026-04-29,2027-04-28,no,https://siospot.io/contact,,not contacted,,
Kranz,kranz.top,https://kranz.top,3-102-952153 SRL,ALSI-202604024-FI2,2026-04-29,2027-04-28,no,https://kranz.top/contact,,not contacted,,
Atom Casino,atom-casino.com,https://atom-casino.com,3-102-952153 SRL,ALSI-202604024-FI2,2026-04-29,2027-04-28,no,https://atom-casino.com/contact,,not contacted,,
Casibra,casibra.com,https://casibra.com,3-102-952153 SRL,ALSI-202604024-FI2,2026-04-29,2027-04-28,no,https://casibra.com/contact,,not contacted,,
Pariland,pariland.com,https://pariland.com,3-102-952738 SRL,ALSI-202604025-FI2,2026-04-29,2027-04-28,no,https://pariland.com/contact,,not contacted,,
Reeljoy,reeljoy.com,https://reeljoy.com,3-102-952820 SRL,ALSI-202604026-FI2,2026-04-29,2027-04-28,no,https://reeljoy.com/contact,,not contacted,,
Casshiva,casshiva.com,https://casshiva.com,3-102-952932 SRL,ALSI-202604027-FI2,2026-04-29,2027-04-28,no,https://casshiva.com/contact,,not contacted,,
Parolambet,parolambet.com,https://parolambet.com,3-102-952932 SRL,ALSI-202604027-FI2,2026-04-29,2027-04-28,no,https://parolambet.com/contact,,not contacted,,
Donebets,donebets.com,https://donebets.com,3-102-952932 SRL,ALSI-202604027-FI2,2026-04-29,2027-04-28,no,https://donebets.com/contact,,not contacted,,
Buff,buff.gg,https://buff.gg,3-102-954785 LIMITADA,ALSI-202604028-FI2,2026-04-29,2027-04-28,no,https://buff.gg/contact,,not contacted,,
Gamblit,gamblit.net,https://gamblit.net,3-102-954785 LIMITADA,ALSI-202604028-FI2,2026-04-29,2027-04-28,no,https://gamblit.net/contact,,not contacted,,
Cosmoracasinos,cosmoracasinos.com,https://cosmoracasinos.com,3-102-958311 SRL,ALSI-202604029-FI2,2026-04-29,2027-04-28,no,https://cosmoracasinos.com/contact,,not contacted,,
Interwin,interwin.com,https://interwin.com,3-102-959230 SRL,ALSI-202604030-FI2,2026-04-29,2027-04-28,no,https://interwin.com/contact,,not contacted,,
Ganare,ganare.com,https://ganare.com,Born Champion Entertainment Ltd,ALSI-202604031-FI2,2026-04-29,2027-04-28,no,https://ganare.com/contact,,not contacted,,
Realcasino,realcasino.io,https://realcasino.io,CP2 Entertainment LLC,ALSI-202604032-FI2,2026-04-29,2027-04-28,no,https://realcasino.io/contact,,not contacted,,
Stepsino,stepsino.com,https://stepsino.com,Dexbay Ltd,ALSI-202604033-FI2,2026-04-29,2027-04-28,no,https://stepsino.com/contact,,not contacted,,
Keyzino,keyzino.com,https://keyzino.com,Dexbay Ltd,ALSI-202604033-FI2,2026-04-29,2027-04-28,no,https://keyzino.com/contact,,not contacted,,
Sinbet,sinbet.co.com,https://sinbet.co.com,GK INTERACTIVE LTD,ALSI-202604035-FI2,2026-04-29,2027-04-28,no,https://sinbet.co.com/contact,,not contacted,,
Trenchbet,trenchbet.com,https://trenchbet.com,Lock In Capital Ltd,ALSI-202604039-FI2,2026-04-29,2027-04-28,no,https://trenchbet.com/contact,,not contacted,,
Gorillacasinos,gorillacasinos.com,https://gorillacasinos.com,Luminous Interactive Solutions Ltd,ALSI-202604040-FI2,2026-04-29,2027-04-28,no,https://gorillacasinos.com/contact,,not contacted,,
Hype247,hype247.bet,https://hype247.bet,One Crane Studio Ltd,ALSI-202604043-FI2,2026-04-29,2027-04-28,no,https://hype247.bet/contact,,not contacted,,
Venus,venus.poker,https://venus.poker,One Crane Studio Ltd,ALSI-202604043-FI2,2026-04-29,2027-04-28,no,https://venus.poker/contact,,not contacted,,
Stakevegas,stakevegas.net,https://stakevegas.net,PlayTrust Ltd,ALSI-202604044-FI2,2026-04-29,2027-04-28,no,https://stakevegas.net/contact,,not contacted,,
Stakevegas,stakevegas.com,https://stakevegas.com,PlayTrust Ltd,ALSI-202604044-FI2,2026-04-29,2027-04-28,no,https://stakevegas.com/contact,,not contacted,,
Matbet,matbet.com,https://matbet.com,Vesaro Limited,ALSI-202604046-FI2,2026-04-29,2027-04-28,no,https://matbet.com/contact,,not contacted,,
Zirvebet,zirvebet.com,https://zirvebet.com,Vesaro Limited,ALSI-202604046-FI2,2026-04-29,2027-04-28,no,https://zirvebet.com/contact,,not contacted,,
Holiganbet,holiganbet.com,https://holiganbet.com,Vesaro Limited,ALSI-202604046-FI2,2026-04-29,2027-04-28,no,https://holiganbet.com/contact,,not contacted,,
Betsmove,betsmove.com,https://betsmove.com,Vesaro Limited,ALSI-202604046-FI2,2026-04-29,2027-04-28,no,https://betsmove.com/contact,,not contacted,,
Elitcasino,elitcasino.com,https://elitcasino.com,Vesaro Limited,ALSI-202604046-FI2,2026-04-29,2027-04-28,no,https://elitcasino.com/contact,,not contacted,,
Anklebone,anklebone.io,https://anklebone.io,Anklebone Limited,ALSI-202507042-FI2,2026-04-22,2026-07-30,no,https://anklebone.io/contact,,not contacted,,
Dustbet,dustbet.io,https://dustbet.io,Anklebone Limited,ALSI-202507042-FI2,2026-04-22,2026-07-30,no,https://dustbet.io/contact,,not contacted,,
Spinwee,spinwee.com,https://spinwee.com,3-102-946273 SRL,ALSI-202604003-FI1,2026-04-14,2027-04-13,no,https://spinwee.com/contact,,not contacted,,
Playx,playx.my,https://playx.my,3-102-953469 SRL,ALSI-202604004-FI1,2026-04-14,2027-04-13,no,https://playx.my/contact,,not contacted,,
Playxmy,playxmy.com,https://playxmy.com,3-102-953469 SRL,ALSI-202604004-FI1,2026-04-14,2027-04-13,no,https://playxmy.com/contact,,not contacted,,
Pokerclubhub,pokerclubhub.com,https://pokerclubhub.com,3-102-953867 SRL,ALSI-202604005-FI1,2026-04-14,2027-04-13,no,https://pokerclubhub.com/contact,,not contacted,,
Rolly,rolly.info,https://rolly.info,3-102-954977 SRL,ALSI-202604001-FI1,2026-04-14,2027-04-13,no,https://rolly.info/contact,,not contacted,,
Place,place.bet,https://place.bet,3-102-959375 SRL,ALSI-202604017-FI1,2026-04-14,2027-04-13,no,https://place.bet/contact,,not contacted,,
Placebet,placebet.partners,https://placebet.partners,3-102-959375 SRL,ALSI-202604017-FI1,2026-04-14,2027-04-13,no,https://placebet.partners/contact,,not contacted,,
Mybc,mybc.game,https://mybc.game,AceQueen Limited,ALSI-202604006-FI1,2026-04-14,2027-04-13,no,https://mybc.game/contact,,not contacted,,
Playify,playify.com,https://playify.com,Calla Pulse Ltd,ALSI-202604007-FI1,2026-04-14,2027-04-13,no,https://playify.com/contact,,not contacted,,
Betlexo,betlexo.com,https://betlexo.com,Fortuna Dynamics Ltd,ALSI-202604009-FI1,2026-04-14,2027-04-13,no,https://betlexo.com/contact,,not contacted,,
Herkulbet,herkulbet.com,https://herkulbet.com,Golden Ridge Group Ltd,ALSI-202604010-FI1,2026-04-14,2027-04-13,no,https://herkulbet.com/contact,,not contacted,,
Legenddrop,legenddrop.com,https://legenddrop.com,Legenddrop Ltd,ALSI-202604012-FI1,2026-04-14,2027-04-13,no,https://legenddrop.com/contact,,not contacted,,
Tembo,tembo.bet,https://tembo.bet,Maverick Ltd,ALSI-202604016-FI1,2026-04-14,2027-04-13,no,https://tembo.bet/contact,,not contacted,,
Saloon,saloon.bet,https://saloon.bet,Maverick Ltd,ALSI-202604016-FI1,2026-04-14,2027-04-13,no,https://saloon.bet/contact,,not contacted,,
Vegasking,vegasking.io,https://vegasking.io,Royal Edge Holdings Limited,ALSI-202604013-FI1,2026-04-14,2027-04-13,no,https://vegasking.io/contact,,not contacted,,
Tempobet,tempobet.com,https://tempobet.com,Thorner LTD,ALSI-202604014-FI1,2026-04-14,2027-04-13,no,https://tempobet.com/contact,,not contacted,,
Normcasino,normcasino.win,https://normcasino.win,Velmora Ltd,ALSI-202604015-FI1,2026-04-14,2027-04-13,no,https://normcasino.win/contact,,not contacted,,
Normcasino,normcasino.bet,https://normcasino.bet,Velmora Ltd,ALSI-202604015-FI1,2026-04-14,2027-04-13,no,https://normcasino.bet/contact,,not contacted,,
Dalercasino,dalercasino.com,https://dalercasino.com,3-102-950194 SRL,ALSI-202603035-FI2,2026-03-31,2027-03-30,no,https://dalercasino.com/contact,,not contacted,,
Daler,daler.com,https://daler.com,3-102-950194 SRL,ALSI-202603035-FI2,2026-03-31,2027-03-30,no,https://daler.com/contact,,not contacted,,
Jp88,jp88.io,https://jp88.io,3-102-950412 LIMITADA,ALSI-202603036-FI2,2026-03-31,2027-03-30,no,https://jp88.io/contact,,not contacted,,
Jackpot88,jackpot88.io,https://jackpot88.io,3-102-950412 LIMITADA,ALSI-202603036-FI2,2026-03-31,2027-03-30,no,https://jackpot88.io/contact,,not contacted,,
Coinbatting,coinbatting.com,https://coinbatting.com,3-102-950787 LIMITADA,ALSI-202603037-FI2,2026-03-31,2027-03-30,no,https://coinbatting.com/contact,,not contacted,,
Normal Game,normal-game.com,https://normal-game.com,3-102-950813 LIMITADA,ALSI-202603038-FI2,2026-03-31,2027-03-30,no,https://normal-game.com/contact,,not contacted,,
Normal,normal.game,https://normal.game,3-102-950813 LIMITADA,ALSI-202603038-FI2,2026-03-31,2027-03-30,no,https://normal.game/contact,,not contacted,,
Beat,beat.gg,https://beat.gg,3-102-952292 SRL,ALSI-202603039-FI2,2026-03-31,2027-03-30,no,https://beat.gg/contact,,not contacted,,
Redslot,redslot.com,https://redslot.com,3-102-953088 SRL,ALSI-202603040-FI2,2026-03-31,2027-03-30,no,https://redslot.com/contact,,not contacted,,
Midnight,midnight.com,https://midnight.com,3-102-955896 SRL,ALSI-202603041-FI2,2026-03-31,2027-03-30,no,https://midnight.com/contact,,not contacted,,
Pridewin,pridewin.com,https://pridewin.com,3-102-955952 SRL,ALSI-202603063-FI2,2026-03-31,2027-03-30,no,https://pridewin.com/contact,,not contacted,,
Betfuze,betfuze.io,https://betfuze.io,BET Fusion Ltd,ALSI-202603042-FI2,2026-03-31,2027-03-30,no,https://betfuze.io/contact,,not contacted,,
Betfuze,betfuze.com,https://betfuze.com,BET Fusion Ltd,ALSI-202603042-FI2,2026-03-31,2027-03-30,no,https://betfuze.com/contact,,not contacted,,
Jaackpot,jaackpot.com,https://jaackpot.com,Blue Passage Group Ltd,ALSI-202603043-FI2,2026-03-31,2027-03-30,no,https://jaackpot.com/contact,,not contacted,,
Ezbet,ezbet.com,https://ezbet.com,Brightshore Solutions Ltd,ALSI-202603044-FI2,2026-03-31,2027-03-30,no,https://ezbet.com/contact,,not contacted,,
Sansli,sansli.io,https://sansli.io,Dragonfruit Limited,ALSI-202603060-FI2,2026-03-31,2027-03-30,no,https://sansli.io/contact,,not contacted,,
Momobet,momobet.com,https://momobet.com,Gardengate Global Ltd,ALSI-202603047-FI2,2026-03-31,2027-03-30,no,https://momobet.com/contact,,not contacted,,
Liqd,liqd.com,https://liqd.com,LIQD LTD,ALSI-202603048-FI2,2026-03-31,2027-03-30,no,https://liqd.com/contact,,not contacted,,
Liqd,liqd.gg,https://liqd.gg,LIQD LTD,ALSI-202603048-FI2,2026-03-31,2027-03-30,no,https://liqd.gg/contact,,not contacted,,
10x10bet,10x10bet.com,https://10x10bet.com,Normanhouse LTD,ALSI-202603050-FI2,2026-03-31,2027-03-30,no,https://10x10bet.com/contact,,not contacted,,
10x10,10x10.bet,https://10x10.bet,Normanhouse LTD,ALSI-202603050-FI2,2026-03-31,2027-03-30,no,https://10x10.bet/contact,,not contacted,,
Sco777,sco777.mx,https://sco777.mx,Novaspin Network Ltd,ALSI-202603051-FI2,2026-03-31,2027-03-30,no,https://sco777.mx/contact,,not contacted,,
Vir777,vir777.mx,https://vir777.mx,Novaspin Network Ltd,ALSI-202603051-FI2,2026-03-31,2027-03-30,no,https://vir777.mx/contact,,not contacted,,
Can777,can777.mx,https://can777.mx,Novaspin Network Ltd,ALSI-202603051-FI2,2026-03-31,2027-03-30,no,https://can777.mx/contact,,not contacted,,
Tau777,tau777.mx,https://tau777.mx,Novaspin Network Ltd,ALSI-202603051-FI2,2026-03-31,2027-03-30,no,https://tau777.mx/contact,,not contacted,,
Oktop,oktop.mx,https://oktop.mx,Novaspin Network Ltd,ALSI-202603051-FI2,2026-03-31,2027-03-30,no,https://oktop.mx/contact,,not contacted,,
Maxxed,maxxed.io,https://maxxed.io,Obsidian Ventures Limited,ALSI-202603052-FI2,2026-03-31,2027-03-30,no,https://maxxed.io/contact,,not contacted,,
Bet303,bet303.com,https://bet303.com,Play Fortune Entertainment Ltd,ALSI-202603053-FI2,2026-03-31,2027-03-30,no,https://bet303.com/contact,,not contacted,,
Bet808,bet808.com,https://bet808.com,Play Fortune Entertainment Ltd,ALSI-202603053-FI2,2026-03-31,2027-03-30,no,https://bet808.com/contact,,not contacted,,
Staybet,staybet.ink,https://staybet.ink,QuantumEdge Solutions Ltd,ALSI-202603054-FI2,2026-03-31,2027-03-30,no,https://staybet.ink/contact,,not contacted,,
Alphabet79,alphabet79.com,https://alphabet79.com,Silverline Source Ltd,ALSI-202603064-FI2,2026-03-31,2027-03-30,no,https://alphabet79.com/contact,,not contacted,,
Solstake,solstake.tv,https://solstake.tv,SOLSTART LTD,ALSI-202603055-FI2,2026-03-31,2027-03-30,no,https://solstake.tv/contact,,not contacted,,
