domain,brand_stem,mirrors,operator,licence,jurisdiction,licence_status,expires,already_in_pool,all_domains,status,contacted_on,live,http,title,reason,brand_name
96odds.com,odds,3,Breakout Group B.V.,OGL/2024/391/0299,Curacao,assessment in progress,"December 24, 2025",no,96odds.com odds96.com odd96s.com odds96.vip,not contacted,,yes,200,Odds96,,Odds96
o96.vip,o,0,Breakout Group B.V.,OGL/2024/391/0299,Curacao,assessment in progress,"December 24, 2025",no,o96.vip,not contacted,,yes,200,Odds96,,Odds96
grandz.com,grandz,0,Brightstar N.V.,OGL/2024/1455/0790,Curacao,assessment in progress,"December 24, 2025",no,grandz.com,not contacted,,yes,200,GrandZ Casino | Online Casino 2026,,GrandZ Casino
grandzrace.com,grandzrace,0,Brightstar N.V.,OGL/2024/1455/0790,Curacao,assessment in progress,"December 24, 2025",no,grandzrace.com,not contacted,,yes,200,GrandZ Casino | Online Casino 2026,,GrandZ Casino
789club.online,club,0,DG Innovations B.V.,OGL/2024/1273/1142,Curacao,active,"May 25, 2026",no,789club.online,not contacted,,yes,200,789Club – Official Online Platform | Operated by DG Innovations B.V.,,789Club
hitclub.hm,hitclub,0,DG Innovations B.V.,OGL/2024/1273/1142,Curacao,active,"May 25, 2026",no,hitclub.hm,not contacted,,yes,200,Hitclub – Official Online Platform | Operated by DG Innovations B.V.,,Hitclub
kclub.fit,kclub,0,DG Innovations B.V.,OGL/2024/1273/1142,Curacao,active,"May 25, 2026",no,kclub.fit,not contacted,,yes,200,KCLUB - Cổng game giải trí hàng đầu châu Á!,,KCLUB
rikvip.mba,rikvip,0,DG Innovations B.V.,OGL/2024/1273/1142,Curacao,active,"May 25, 2026",no,rikvip.mba,not contacted,,yes,200,Rikvip – Official Online Platform | Operated by DG Innovations B.V.,,Rikvip
top88.ing,top,0,DG Innovations B.V.,OGL/2024/1273/1142,Curacao,active,"May 25, 2026",no,top88.ing,not contacted,,yes,200,"TOP88 - Link tải game Top 88, đăng ký, đăng nhập chính thức",,TOP88
kingonbet.com,kingonbet,0,Digibet N.V.,OGL/2024/1312/0525,Curacao,active,"March 3, 2026",no,kingonbet.com,not contacted,,yes,200,,,
racetan.com,racetan,0,Digibet N.V.,OGL/2024/1312/0525,Curacao,active,"March 3, 2026",no,racetan.com,not contacted,,yes,200,,,
indi3.club,indi,1,Evelnex B.V.,OGL/2024/921/0845,Curacao,assessment in progress,"December 24, 2025",no,indi3.club indi2.club,not contacted,,yes,200,Cricket Betting - Login to INDIBET #1 Cricket Betting Site & App,,Cricket Betting
pb007.co,pb,0,Evelnex B.V.,OGL/2024/921/0845,Curacao,assessment in progress,"December 24, 2025",no,pb007.co,not contacted,,yes,200,Coming Soon,,Coming Soon
pb77exch.com,pbexch,0,Evelnex B.V.,OGL/2024/921/0845,Curacao,assessment in progress,"December 24, 2025",no,pb77exch.com,not contacted,,yes,200,,,
pb77india.com,pbindia,0,Evelnex B.V.,OGL/2024/921/0845,Curacao,assessment in progress,"December 24, 2025",no,pb77india.com,not contacted,,yes,200,,,
pboffers.co,pboffers,0,Evelnex B.V.,OGL/2024/921/0845,Curacao,assessment in progress,"December 24, 2025",no,pboffers.co,not contacted,,yes,200,,,
betx360.live,betx,0,GB Tech Services N.V.,OGL/2024/114/0135,Curacao,assessment in progress,"December 24, 2025",no,betx360.live,not contacted,,yes,200,WebClientV3,,WebClientV3
betoffice.com,betoffice,0,Hit Entertainment B.V.,OGL/2024/495/0689,Curacao,revoked,,no,betoffice.com,not contacted,,yes,200,Betoffice - Betoffice Giriş 2026 | Resmi ve Güncel Adres,,Betoffice
galabet.com,galabet,0,Hit Entertainment B.V.,OGL/2024/495/0689,Curacao,revoked,,no,galabet.com,not contacted,,yes,200,Galabet - Galabet Giriş - En Yüksek Oranlar - Canlı Bahis ve Casino,,Galabet
kolaybet.com,kolaybet,0,Hit Entertainment B.V.,OGL/2024/495/0689,Curacao,revoked,,no,kolaybet.com,not contacted,,yes,200,"KOLAYBET - Kolaybet - Kolaybet Giriş, Güncel Giriş Adresi",,KOLAYBET
dragonslots.com,dragonslots,1,Innovex B.V.,OGL/2024/1769/1016,Curacao,assessment in progress,"December 24, 2025",no,dragonslots.com dragonslots1.com,not contacted,,yes,200,Loading...,,Loading...
20bet.tech,bet,0,Innovex B.V.,OGL/2024/1769/1016,Curacao,assessment in progress,"December 24, 2025",no,20bet.tech,not contacted,,yes,200,Loading...,,Loading...
granawin.com,granawin,0,Innovex B.V.,OGL/2024/1769/1016,Curacao,assessment in progress,"December 24, 2025",no,granawin.com,not contacted,,yes,200,Loading...,,Loading...
nationalcasino.dev,nationalcasino,0,Innovex B.V.,OGL/2024/1769/1016,Curacao,assessment in progress,"December 24, 2025",no,nationalcasino.dev,not contacted,,yes,200,Loading...,,Loading...
slotrave.com,slotrave,0,Innovex B.V.,OGL/2024/1769/1016,Curacao,assessment in progress,"December 24, 2025",no,slotrave.com,not contacted,,yes,200,Slotrave,,Slotrave
gralive.win,gralive,0,Kallila N.V.,OGL/2024/398/0495,Curacao,assessment in progress,"January 14, 2026",no,gralive.win,not contacted,,yes,200,Сайт GRA недоступний в твоєму регіоні,,Сайт GRA недоступний в твоєму регіоні
stawki.win,stawki,0,Kallila N.V.,OGL/2024/398/0495,Curacao,assessment in progress,"January 14, 2026",no,stawki.win,not contacted,,yes,200,Сайт Stawki недоступний в твоєму регіоні,,
yep.casino,yep,0,Nixxe B.V.,OGL/2024/1363/0705,Curacao,active,"April 14, 2026",no,yep.casino,not contacted,,yes,200,"Yep Casino Official | €3,000 Bonus + 300 Free Spins",,Yep Casino Official
eddybetcasino.com,eddybetcasino,0,Palau Holdings N.V.,OGL/2024/197/0481,Curacao,active,"January 24, 2026",no,eddybetcasino.com,not contacted,,yes,200,Play lovable Games For Money,,Play lovable Games For Money
melbet-ca.com,melbetca,2,Pelican Entertainment B.V.,OGL/2024/561/0554,Curacao,assessment in progress,"December 24, 2025",no,melbet-ca.com melbet-ca.org melbet-ca.net,not contacted,,yes,203,,,
melbet-canada.com,melbetcanada,2,Pelican Entertainment B.V.,OGL/2024/561/0554,Curacao,assessment in progress,"December 24, 2025",no,melbet-canada.com melbet-canada.org melbet-canada.net,not contacted,,yes,203,,,
melbetghana.com,melbetghana,0,Pelican Entertainment B.V.,OGL/2024/561/0554,Curacao,assessment in progress,"December 24, 2025",no,melbetghana.com,not contacted,,yes,203,,,
bet-40.vip,bet,0,R. Bostock Enterprises B.V.,OGL/2024/1067/0640,Curacao,active,"April 21, 2026",no,bet-40.vip,not contacted,,yes,200,,,
elitebet.io,elitebet,0,R. Bostock Enterprises B.V.,OGL/2024/1067/0640,Curacao,active,"April 21, 2026",no,elitebet.io,not contacted,,yes,200,,,
puntersvip.io,puntersvip,0,R. Bostock Enterprises B.V.,OGL/2024/1067/0640,Curacao,active,"April 21, 2026",no,puntersvip.io,not contacted,,yes,200,,,
rocketbet.com,rocketbet,0,R. Bostock Enterprises B.V.,OGL/2024/1067/0640,Curacao,active,"April 21, 2026",no,rocketbet.com,not contacted,,yes,200,"Rocketbet Crypto Casino | Sportsbook, Live Casino & Instant Withdrawals",,Rocketbet Crypto Casino
ukingbet.com,ukingbet,0,R. Bostock Enterprises B.V.,OGL/2024/1067/0640,Curacao,active,"April 21, 2026",no,ukingbet.com,not contacted,,yes,200,ukingbet,,ukingbet
aufcasino.com,aufcasino,0,SilverDeer B.V.,OGL/2024/661/0277,Curacao,active,"June 4, 2026",yes,aufcasino.com,not contacted,,yes,200,Auf казино официальный сайт | Auf,,Auf казино официальный сайт
casinohype.com,casinohype,0,SilverDeer B.V.,OGL/2024/661/0277,Curacao,active,"June 4, 2026",yes,casinohype.com,not contacted,,yes,200,Hype казино официальный сайт | Hype,,Hype казино официальный сайт
cryptobosscasino.com,cryptobosscasino,0,SilverDeer B.V.,OGL/2024/661/0277,Curacao,active,"June 4, 2026",yes,cryptobosscasino.com,not contacted,,yes,200,CryptoBoss,,CryptoBoss
unlimcasino.com,unlimcasino,0,SilverDeer B.V.,OGL/2024/661/0277,Curacao,active,"June 4, 2026",yes,unlimcasino.com,not contacted,,yes,200,Unlim казино официальный сайт | Unlim,,Unlim казино официальный сайт
20bet.com,bet,0,TechSolutions Group B.V.,OGL/2024/590/0758,Curacao,active,"April 14, 2026",no,20bet.com,not contacted,,yes,200,Loading...,,Loading...
bizzocasino.com,bizzocasino,0,TechSolutions Group B.V.,OGL/2024/590/0758,Curacao,active,"April 14, 2026",no,bizzocasino.com,not contacted,,yes,200,Loading...,,Loading...
bizzocassino.com,bizzocassino,0,TechSolutions Group B.V.,OGL/2024/590/0758,Curacao,active,"April 14, 2026",no,bizzocassino.com,not contacted,,yes,200,Loading...,,Loading...
nationalcasino.com,nationalcasino,0,TechSolutions Group B.V.,OGL/2024/590/0758,Curacao,active,"April 14, 2026",no,nationalcasino.com,not contacted,,yes,200,Loading...,,Loading...
nationallcasino.com,nationallcasino,0,TechSolutions Group B.V.,OGL/2024/590/0758,Curacao,active,"April 14, 2026",no,nationallcasino.com,not contacted,,yes,200,Loading...,,Loading...
slotoro.bet,slotoro,0,Wiraon B.V.,OGL/2024/686/0183,Curacao,active,"April 14, 2026",no,slotoro.bet,not contacted,,yes,200,"Slotoro Official Online Casino | €2,500 Bonus + 250 Free Spins",,Slotoro Official Online Casino
verdecasino.com,verdecasino,0,Wiraon B.V.,OGL/2024/686/0183,Curacao,active,"April 14, 2026",no,verdecasino.com,not contacted,,yes,200,Verde Casino — Play Online Casino Games for Real Money,,Verde Casino
batery.in,batery,2,YouGMedia B.V.,OGL/2024/107/0914,Curacao,active,"March 7, 2026",no,batery.in batery.win batery.bet,not contacted,,yes,200,,,
batery-bet.in,baterybet,0,YouGMedia B.V.,OGL/2024/107/0914,Curacao,active,"March 7, 2026",no,batery-bet.in,not contacted,,yes,200,,,
abcfortunazone.com,abcfortunazone,0,Altan N.V.,OGL/2024/596/0252,Curacao,active,"April 14, 2026",no,abcfortunazone.com,not contacted,,yes,200,Fortunazone Slots,,Fortunazone Slots
atomfortuna.com,atomfortuna,0,Altan N.V.,OGL/2024/596/0252,Curacao,active,"April 14, 2026",no,atomfortuna.com,not contacted,,yes,200,Fortunazone Slots,,Fortunazone Slots
fortunazone.com,fortunazone,0,Altan N.V.,OGL/2024/596/0252,Curacao,active,"April 14, 2026",no,fortunazone.com,not contacted,,yes,200,Fortunazone Slots,,Fortunazone Slots
linebet.com,linebet,0,Aspro N.V.,OGL/2024/565/0553,Curacao,assessment in progress,"December 24, 2025",no,linebet.com,not contacted,,yes,203,,,
xparibet.com,xparibet,0,Aspro N.V.,OGL/2024/565/0553,Curacao,assessment in progress,"December 24, 2025",no,xparibet.com,not contacted,,yes,203,,,
kultcasino.com,kultcasino,0,Bluestream N.V.,OGL/2024/1452/0706,Curacao,assessment in progress,"December 24, 2025",no,kultcasino.com,not contacted,,yes,200,,,
sultan-wins.com,sultanwins,0,Bluestream N.V.,OGL/2024/1452/0706,Curacao,assessment in progress,"December 24, 2025",no,sultan-wins.com,not contacted,,yes,200,...,,...
play.verajohn.net,verajohn,3,Breckenridge Curaçao B.V.,OGL/2024/175/0182,Curacao,assessment in progress,"December 24, 2025",no,play.verajohn.net play.verajohn.world play.verajohn-1.net play.verajohn-1.world,not contacted,,yes,200,Vera&John | The number 1! Fun online casino!,,Vera&John
play.casinosecret.net,casinosecret,1,Breckenridge Curaçao B.V.,OGL/2024/175/0182,Curacao,assessment in progress,"December 24, 2025",no,play.casinosecret.net play.casinosecret-1.net,not contacted,,yes,200,CasinoSecret | The number 1! Fun online casino!,,CasinoSecret
play.intercasino.net,intercasino,1,Breckenridge Curaçao B.V.,OGL/2024/175/0182,Curacao,assessment in progress,"December 24, 2025",no,play.intercasino.net play.intercasino-2.net,not contacted,,yes,200,InterCasino | Welcome to InterCasino,,InterCasino
play.yuugado.net,yuugado,1,Breckenridge Curaçao B.V.,OGL/2024/175/0182,Curacao,assessment in progress,"December 24, 2025",no,play.yuugado.net play.yuugado-1.net,not contacted,,yes,200,Yuugado | Where you get the big wins,,Yuugado
katanaspin.com,katanaspin,0,Caishxn Holding B.V.,OGL/2024/1546/0828,Curacao,assessment in progress,"December 24, 2025",no,katanaspin.com,not contacted,,yes,200,ᐈ Katanaspin - Play Slots Online For Free or Real Money,,ᐈ Katanaspin
richroger.com,richroger,0,Caishxn Holding B.V.,OGL/2024/1546/0828,Curacao,assessment in progress,"December 24, 2025",no,richroger.com,not contacted,,yes,200,,URLError,
spinbuddha.com,spinbuddha,0,Caishxn Holding B.V.,OGL/2024/1546/0828,Curacao,assessment in progress,"December 24, 2025",no,spinbuddha.com,not contacted,,yes,200,ᐈ Casino Online and Mobile,,ᐈ Casino Online and Mobile
betgcc.com,betgcc,0,Cetus Technology N.V.,OGL/2024/408/0128,Curacao,assessment in progress,"December 24, 2025",no,betgcc.com,not contacted,,yes,200,"BetGCC – Online Casino, Live Games, & Big Prizes in the Gulf",,BetGCC
energiekasino.com,energiekasino,0,Forwell Investments B.V.,OGL/2024/1054/0509,Curacao,active,"August 21, 2026",no,energiekasino.com,not contacted,,yes,200,EnergieKasino,,EnergieKasino
bizbet.io,bizbet,1,Gameplay International B.V.,OGL/2024/511/0630,Curacao,assessment in progress,"January 14, 2026",yes,bizbet.io bizbet.africa,not contacted,,yes,200,Bizbet Login – Official Sports Betting & Casino Website | Bet Online,,Bizbet Login
africa-bizbet.com,africabizbet,0,Gameplay International B.V.,OGL/2024/511/0630,Curacao,assessment in progress,"January 14, 2026",yes,africa-bizbet.com,not contacted,,yes,200,BizBet Africa Official Website | Sports Betting & Live Odds,,BizBet Africa Official Website
bizbet-au.com,bizbetau,0,Gameplay International B.V.,OGL/2024/511/0630,Curacao,assessment in progress,"January 14, 2026",yes,bizbet-au.com,not contacted,,yes,200,BizBet,,BizBet
bizbet-biz.com,bizbetbiz,0,Gameplay International B.V.,OGL/2024/511/0630,Curacao,assessment in progress,"January 14, 2026",yes,bizbet-biz.com,not contacted,,yes,200,Online bookmaker in Egypt | Official website BizBet-Biz | bizbet-biz.com,,Online bookmaker in Egypt
b52club.info,bclub,0,Gladiator Holding N.V.,OGL/2024/1756/0979,Curacao,assessment in progress,"December 24, 2025",no,b52club.info,not contacted,,yes,200,B52 – Official Online Platform | Operated by Gladiator Holding N.V.,,B52
iwin.ceo,iwin,0,Gladiator Holding N.V.,OGL/2024/1756/0979,Curacao,assessment in progress,"December 24, 2025",no,iwin.ceo,not contacted,,yes,200,"iWin | iWin Club - Sòng Bạc Thượng Lưu 2025, Tải Game +50K",,iWin
nohu.gd,nohu,0,Gladiator Holding N.V.,OGL/2024/1756/0979,Curacao,assessment in progress,"December 24, 2025",no,nohu.gd,not contacted,,yes,200,NOHUWIN - Thiên Đường Nổ Hũ Đổi Thưởng Uy Tín Nhất Hiện Nay,,NOHUWIN
win79.online,win,0,Gladiator Holding N.V.,OGL/2024/1756/0979,Curacao,assessment in progress,"December 24, 2025",no,win79.online,not contacted,,yes,200,Win79 – Official Online Platform | Operated by Gladiator Holding N.V.,,Win79
playfortuna.com,playfortuna,0,Globonet B.V.,OGL/2024/367/0690,Curacao,active,"April 17, 2026",no,playfortuna.com,not contacted,,yes,200,,,
booi.com,booi,0,Globonet B.V.,OGL/2024/367/0690,Curacao,active,"April 17, 2026",no,booi.com,not contacted,,yes,200,Access to the website is restricted in your country,,
jozz.com,jozz,0,Globonet B.V.,OGL/2024/367/0690,Curacao,active,"April 17, 2026",no,jozz.com,not contacted,,yes,200,,,
iwildcasino.com,iwildcasino,1,Goodwin N.V.,OGL/2024/758/0228,Curacao,active,"January 24, 2026",no,iwildcasino.com iwildcasino11.org,not contacted,,yes,200,,,
lussurio.com,lussurio,0,Goodwin N.V.,OGL/2024/758/0228,Curacao,active,"January 24, 2026",no,lussurio.com,not contacted,,yes,200,,,
snatchcasino.com,snatchcasino,0,Goodwin N.V.,OGL/2024/758/0228,Curacao,active,"January 24, 2026",no,snatchcasino.com,not contacted,,yes,200,,,
bet-ibc.com,betibc,0,IBC Broker B.V.,OGL/2024/1230/1099,Curacao,active,"May 19, 2026",no,bet-ibc.com,not contacted,,yes,200,"The best betting Agent in the business, welcome to BET-IBC",,
betspider.com,betspider,0,IBC Broker B.V.,OGL/2024/1230/1099,Curacao,active,"May 19, 2026",no,betspider.com,not contacted,,yes,200,HOME - BETSPIDER™,,HOME
bettingsoftware.com,bettingsoftware,0,IBC Broker B.V.,OGL/2024/1230/1099,Curacao,active,"May 19, 2026",no,bettingsoftware.com,not contacted,,yes,200,BettingSoftware.com,,BettingSoftware.com
vip-ibc.com,vipibc,0,IBC Broker B.V.,OGL/2024/1230/1099,Curacao,active,"May 19, 2026",no,vip-ibc.com,not contacted,,yes,200,VIP-IBC,,VIP
speeen.com,speeen,0,JER-Team N.V.,OGL/2024/600/0262,Curacao,assessment in progress,"January 14, 2026",no,speeen.com,not contacted,,yes,200,Server Default Page,,Server Default Page
hornetbet.io,hornetbet,2,Jay Services B.V.,OGL/2024/1118/0773,Curacao,active,"December 4, 2025",no,hornetbet.io hornetbet.com hornetbet.net,not contacted,,yes,200,Hornetbet,,Hornetbet
hornet.bet,hornet,0,Jay Services B.V.,OGL/2024/1118/0773,Curacao,active,"December 4, 2025",no,hornet.bet,not contacted,,yes,200,Hornetbet,,Hornetbet
spinxtreme.com,spinxtreme,0,Jay Services B.V.,OGL/2024/1118/0773,Curacao,active,"December 4, 2025",yes,spinxtreme.com,not contacted,,yes,200,SpinXtreme,,SpinXtreme
wwetten.com,wwetten,0,Jay Services B.V.,OGL/2024/1118/0773,Curacao,active,"December 4, 2025",no,wwetten.com,not contacted,,yes,200,Hornetbet,,Hornetbet
caddebet.com,caddebet,0,Moonlight N.V.,OGL/2024/551/0622,Curacao,assessment in progress,"January 17, 2026",no,caddebet.com,not contacted,,yes,200,Caddebet - Caddebet Giriş - Caddebet Bahis Ve Casino,,Caddebet
hayalbahis.com,hayalbahis,0,Moonlight N.V.,OGL/2024/551/0622,Curacao,assessment in progress,"January 17, 2026",no,hayalbahis.com,not contacted,,yes,200,Hayalbahis - Hayalbahis,,Hayalbahis
pokerklas.com,pokerklas,0,Moonlight N.V.,OGL/2024/551/0622,Curacao,assessment in progress,"January 17, 2026",no,pokerklas.com,not contacted,,yes,200,"Pokerklas Giriş, Pokerklas Güncel ve Yeni Adresi - Pokerklas - Pokerklas Giriş",,
luckera.casino,luckera,0,Orange Entertainment B.V.,OGL/2024/1111/0488,Curacao,active,"March 18, 2026",no,luckera.casino,not contacted,,yes,200,,,
belugabahis.com,belugabahis,0,Pinbit N.V.,OGL/2024/601/0623,Curacao,assessment in progress,"January 17, 2026",no,belugabahis.com,not contacted,,yes,200,belugabahis,,belugabahis
jestbahis.com,jestbahis,0,Pinbit N.V.,OGL/2024/601/0623,Curacao,assessment in progress,"January 17, 2026",no,jestbahis.com,not contacted,,yes,200,Jestbahis Yeni ve Güncel Giriş Adresi - Jestbahis - Jestbahis Giriş,,Jestbahis Yeni ve Güncel Giriş Adresi
limanbet.com,limanbet,0,Pinbit N.V.,OGL/2024/601/0623,Curacao,assessment in progress,"January 17, 2026",no,limanbet.com,not contacted,,yes,200,Limanbet - Resmi Giriş Adresi Limanbet.com,,Limanbet
lotto247.io,lotto,1,Play UK Internet N.V.,OGL/2024/1404/0617,Curacao,active,"June 4, 2026",no,lotto247.io lotto247.com,not contacted,,yes,200,,,
grandesloterias.com,grandesloterias,0,Play UK Internet N.V.,OGL/2024/1404/0617,Curacao,active,"June 4, 2026",no,grandesloterias.com,not contacted,,yes,200,,,
playhugelottos.com,playhugelottos,0,Play UK Internet N.V.,OGL/2024/1404/0617,Curacao,active,"June 4, 2026",no,playhugelottos.com,not contacted,,yes,200,,,
betmac.com,betmac,1,Sefiarray B.V.,OGL/2024/842/0350,Curacao,active,"July 25, 2026",no,betmac.com betmac3.com,not contacted,,yes,200,Betmac Casino | Fast Withdrawals - Official site 2025,,Betmac Casino
betti.com,betti,1,Sefiarray B.V.,OGL/2024/842/0350,Curacao,active,"July 25, 2026",no,betti.com betti1.com,not contacted,,yes,200,"Sportsbook & Casino Online | Betting, Live Casino, 3000+ Slots",,Sportsbook & Casino Online
truststake.com,truststake,1,Sefiarray B.V.,OGL/2024/842/0350,Curacao,active,"July 25, 2026",no,truststake.com truststake1.com,not contacted,,yes,200,"TrustStake Casino - Online Slots, Live Casino & Promotions",,TrustStake Casino
boomzy.com,boomzy,0,TH Gambling N.V.,OGL/2024/1468/1024,Curacao,assessment in progress,"December 24, 2025",no,boomzy.com,not contacted,,yes,200,,,
casinovibes.com,casinovibes,0,TH Gambling N.V.,OGL/2024/1468/1024,Curacao,assessment in progress,"December 24, 2025",no,casinovibes.com,not contacted,,yes,200,,,
tuhti.com,tuhti,0,Trivico B.V.,OGL/2024/799/0255,Curacao,active,"July 31, 2026",no,tuhti.com,not contacted,,yes,200,TUHTI Casino - Coming Soon,,TUHTI Casino
scratchmania.com,scratchmania,0,Twino Trading N.V.,OGL/2024/882/0440,Curacao,revoked,,no,scratchmania.com,not contacted,,yes,200,Scratchmania Casino | Enjoy a Generous Welcome Bonus,,Scratchmania Casino
winorama.com,winorama,0,Twino Trading N.V.,OGL/2024/882/0440,Curacao,revoked,,no,winorama.com,not contacted,,yes,200,Winorama Casino Online | Top Games & Great Bonuses,,Winorama Casino Online
winspark.com,winspark,0,Twino Trading N.V.,OGL/2024/882/0440,Curacao,revoked,,no,winspark.com,not contacted,,yes,200,Winspark Casino Online | Generous Welcome Bonus,,Winspark Casino Online
amelhorvida.com,amelhorvida,0,Zerone B.V.,OGL/2024/738/0549,Curacao,assessment in progress,"December 24, 2025",no,amelhorvida.com,not contacted,,yes,200,Melhor Vida,,Melhor Vida
jogobet.com,jogobet,0,Zerone B.V.,OGL/2024/738/0549,Curacao,assessment in progress,"December 24, 2025",no,jogobet.com,not contacted,,yes,200,Domain Is No Longer Listed | Efty,,Domain Is No Longer Listed
dicebet.com,dicebet,4,Advanced Sports Entertainment N.V.,OGL/2024/635/0818,Curacao,active,"June 4, 2026",no,dicebet.com dicebet777.com dicebet888.com 777.dicebet777.com 777.dicebet888.com,not contacted,,yes,200,Dicebet,,Dicebet
dicebet-play.com,dicebetplay,1,Advanced Sports Entertainment N.V.,OGL/2024/635/0818,Curacao,active,"June 4, 2026",no,dicebet-play.com 777.dicebet-play.com,not contacted,,yes,200,Geo Blocked,,Geo Blocked
dicebet-win.com,dicebetwin,1,Advanced Sports Entertainment N.V.,OGL/2024/635/0818,Curacao,active,"June 4, 2026",no,dicebet-win.com 777.dicebet-win.com,not contacted,,yes,200,Geo Blocked,,Geo Blocked
viparabclub.com,viparabclub,1,Alt.Bet. Exchange B.V.,OGL/2024/785/0229,Curacao,active,"April 21, 2026",no,viparabclub.com viparabclub8.com,not contacted,,yes,200,VipArabClub,,VipArabClub
barawin.com,barawin,0,Alt.Bet. Exchange B.V.,OGL/2024/785/0229,Curacao,active,"April 21, 2026",no,barawin.com,not contacted,,yes,200,VipArabClub,,VipArabClub
tuskcasino.com,tuskcasino,0,Alt.Bet. Exchange B.V.,OGL/2024/785/0229,Curacao,active,"April 21, 2026",no,tuskcasino.com,not contacted,,yes,200,🥇 Online Casino Play Online & Win | Tuskcasino ♠,,🥇 Online Casino Play Online & Win
pixcartela.com,pixcartela,0,Azung B.V.,OGL/2024/835/0400,Curacao,assessment in progress,"December 24, 2025",no,pixcartela.com,not contacted,,yes,200,Pix Cartela Online,,Pix Cartela Online
pixreal.bet,pixreal,0,Azung B.V.,OGL/2024/835/0400,Curacao,assessment in progress,"December 24, 2025",no,pixreal.bet,not contacted,,yes,200,PIX REAL ONLINE,,PIX REAL ONLINE
13spins.com,spins,0,Boom Line B.V.,OGL/2024/599/0274,Curacao,active,"March 24, 2026",no,13spins.com,not contacted,,yes,200,"13Spins | Play Online Casino Games, Win Jackpots | Slot Machines, Bonuses & More",,13Spins
gangsta.casino,gangsta,0,Boom Line B.V.,OGL/2024/599/0274,Curacao,active,"March 24, 2026",no,gangsta.casino,not contacted,,yes,200,"Gangsta Online Casino | Gangsta Casino Games: blackjack, roulette, baccarat, and more",,Gangsta Online Casino
egabe.net,egabe,0,Exedra N.V.,OGL/2024/1277/0496,Curacao,active,"May 23, 2026",no,egabe.net,not contacted,,yes,200,Побеждай с EGB: ставки и коэффициенты на EGBRU.COM,,Побеждай с EGB
egb.com,egb,0,Exedra N.V.,OGL/2024/1277/0496,Curacao,active,"May 23, 2026",no,egb.com,not contacted,,yes,200,"Rush the Game, Win with EGB | Esports Betting and Odds Guide",,"Rush the Game, Win with EGB"
egbs.live,egbs,0,Exedra N.V.,OGL/2024/1277/0496,Curacao,active,"May 23, 2026",no,egbs.live,not contacted,,yes,200,Побеждай с EGB: ставки и коэффициенты на EGBRU.COM,,Побеждай с EGB
casinofriday.com,casinofriday,2,Far Up Entertainment N.V.,OGL/2024/361/0119,Curacao,assessment in progress,"December 24, 2025",no,casinofriday.com casinofriday2.com casinofriday5.com,not contacted,,yes,200,CasinoFriday | #thatfeeling,,CasinoFriday
betfriday.com,betfriday,0,Far Up Entertainment N.V.,OGL/2024/361/0119,Curacao,assessment in progress,"December 24, 2025",no,betfriday.com,not contacted,,yes,200,BetFriday | #thatfeeling,,BetFriday
fav.casino,fav,0,Favorit United N.V.,OGL/2024/300/0596,Curacao,active,"May 23, 2026",no,fav.casino,not contacted,,yes,200,Online Casino LopeBet Casino,URLError,Online Casino LopeBet Casino
lope.bet,lope,0,Favorit United N.V.,OGL/2024/300/0596,Curacao,active,"May 23, 2026",no,lope.bet,not contacted,,yes,200,Online Casino LopeBet Casino,,Online Casino LopeBet Casino
jurassino.com,jurassino,0,GTW B.V.,OGL/2024/250/0115,Curacao,assessment in progress,"December 24, 2025",no,jurassino.com,not contacted,,yes,200,,,
b1tstarz42.com,btstarz,0,Gareton B.V.,OGL/2024/165/0185,Curacao,assessment in progress,"December 24, 2025",no,b1tstarz42.com,not contacted,,yes,200,Bitcoin Casino - Multi-award Winning Crypto Casino | BitStarz,,Bitcoin Casino
bitstarz.com,bitstarz,0,Gareton B.V.,OGL/2024/165/0185,Curacao,assessment in progress,"December 24, 2025",no,bitstarz.com,not contacted,,yes,200,Bitcoin Casino - Multi-award Winning Crypto Casino | BitStarz,,Bitcoin Casino
cashy.com,cashy,0,Gareton B.V.,OGL/2024/165/0185,Curacao,assessment in progress,"December 24, 2025",no,cashy.com,not contacted,,yes,200,Cashy | Online Crypto Casino | No Wagering & Fast Payouts,,Cashy
9winz.com,winz,0,Globis N.V.,OGL/2024/1194/0723,Curacao,active,"February 12, 2026",no,9winz.com,not contacted,,yes,200,Online Casino 9winz ✓ Play different games,,
go88.hm,go,0,Green Stream Technology B.V.,OGL/2024/1264/1125,Curacao,active,"April 9, 2026",no,go88.hm,not contacted,,yes,200,Go88 – Official Online Platform | Operated by Green Stream Technology B.V.,,Go88
manclub.mba,manclub,0,Green Stream Technology B.V.,OGL/2024/1264/1125,Curacao,active,"April 9, 2026",no,manclub.mba,not contacted,,yes,200,ManClub Chính Thức - Trang Chủ Game Bài Đổi Thưởng Man Club,,ManClub Chính Thức
yo88.zip,yo,0,Green Stream Technology B.V.,OGL/2024/1264/1125,Curacao,active,"April 9, 2026",no,yo88.zip,not contacted,,yes,200,Yo88 - Link Tải Yo88 Tài Xỉu Chính Thức 2026,,Yo88
f7casino.com,fcasino,0,Investan N.V.,OGL/2024/1630/1008,Curacao,assessment in progress,"December 24, 2025",no,f7casino.com,not contacted,,yes,200,ᐈ F7casino - Play Slots Online For Free or Real Money,,ᐈ F7casino
