domain,brand,tier,programme,prog_url,prog_email,prog_telegram,prog_software,prog_licence,our_email,our_operator,our_licence
vegasking.io,Vegas Kings,weak,Top Revenue Affiliates,https://affcatalog.com/en/aff-program/top-revenue-affiliates/,info@toprevenueaffiliates.com,https://t.me/affcatalog?product=spsidebartop,RavenTrack,"Gibraltar, Malta (MGA), United Kingdom (UKGC)",support@dragoon.dev,Royal Edge Holdings Limited,ALSI-202604013-FI1
vipletsgocasino.com,Let's Go Casino,weak,Letsgo Affiliate Partners,https://affcatalog.com/en/aff-program/letsgo-affiliate-partners/,partners@letsgocasino.com,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,Progress Path Co N.V.,OGL/2024/1113/0517
visit-bonanzacity.com,Bonanza,weak,BigWin Affiliates,https://affcatalog.com/en/aff-program/bigwin-affiliates/,info@bigwinaffiliates.com,https://t.me/affcatalog?product=spsidebartop,MAP,"Alderney (AGCC), Malta (MGA), Danish Gambling Authority (DGA), United Kingdom (UKGC)",,,
vivafortuna.casino,Fortuna,weak,Fortuna Affiliates,https://affcatalog.com/en/aff-program/fortuna-affiliates/,affiliates@feg.eu,https://t.me/affcatalog?product=spsidebartop,Mexos,Romania (ONJN),,NewGenx N.V.,OGL/2024/1234/0896
vodka.bet,Vodka.Bet,weak,Vodka Money,https://affcatalog.com/en/aff-program/vodka-money/,info@vodka.money,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Mamba Edge B.V.,OGL/2024/976/0894
wazobet.com,Wazobet Casino,weak,Wazobet Affiliates,https://affcatalog.com/en/aff-program/wazobet-affiliates/,affiliate@wazobet.com,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,AzRa678 N.V.,OGL/2024/183/0195
wild-jokers.com,Wild Joker,weak,Graphite Affiliates,https://affcatalog.com/en/aff-program/graphite-affiliates/,affiliates@graphiteaffiliates.com,https://t.me/affcatalog?product=spsidebartop,MyAffiliates,Curacao,,Yentel Investments B.V.,OGL/2024/1349/0997
winawinplay.com,Winawin,weak,High Affiliates,https://affcatalog.com/en/aff-program/high-affiliates/,affiliates@highaffiliates.com,https://t.me/affcatalog?product=spsidebartop,NetRefer,Curacao,,,
winbitcasino.com,Bitcasino,weak,Partners.io,https://affcatalog.com/en/aff-program/partners-io/,affiliates@partners.io,https://telegram.me/partnersio,Cellxpert,Curacao,,MOONSEEKER SRL,ALSI-202509006-FI1
winro.io,WinRoyal,weak,WGRoyal Affiliates,https://affcatalog.com/en/aff-program/wgroyal-affiliates/,,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,August Gaming Ltd,ALSI-202601039-FI2
winwin.bet,WinWin.bet,weak,WinWin Partners,https://affcatalog.com/en/aff-program/winwin-partners/,info@winwinbet.partners,https://t.me/affcatalog?product=spsidebartop,In-house,Curacao,,Alasia Soft B.V.,OGL/2024/433/0399
wolf.io,WolfBet,weak,WolfBet Partners,https://affcatalog.com/en/aff-program/wolfbet-partners/,marketing@wolf.bet,https://t.me/affcatalog?product=spsidebartop,,Curacao,,,
xwin.so,8xwins,weak,WGRoyal Affiliates,https://affcatalog.com/en/aff-program/wgroyal-affiliates/,,https://t.me/affcatalog?product=spsidebartop,Affilka,Curacao,,Bridge Technologies B.V.,OGL/2024/431/0231
yep.casino,Yep Casino,weak,NV Partners,https://affcatalog.com/en/aff-program/nv-partners/,support@nv.partners,,,Curacao,,Nixxe B.V.,OGL/2024/1363/0705
zodiac1bet.com,Zodiac,weak,Rewards Affiliates,https://affcatalog.com/en/aff-program/rewards-affiliates/,support@rewardsaffiliates.com,https://t.me/affcatalog?product=spsidebartop,In-house,"Kahnawake, Malta (MGA), Ontario (AGCO)",,,
